2024-08-25 13:18:59 epoch: 0, loss: 5.058863162994385
2024-08-26 11:09:52 epoch: 50, loss: 2.4150335788726807
2024-08-26 11:36:07 epoch: 51, loss: 2.8254342079162598
2024-08-26 12:02:08 epoch: 52, loss: 2.7790579795837402
2024-08-26 12:28:21 epoch: 53, loss: 2.857060670852661
2024-08-26 12:54:22 epoch: 54, loss: 2.8123297691345215
2024-08-26 13:20:19 epoch: 55, loss: 2.489847183227539
2024-08-26 13:46:26 epoch: 56, loss: 2.676143169403076
2024-08-26 14:12:31 epoch: 57, loss: 2.74542236328125
2024-08-26 14:38:33 epoch: 58, loss: 2.6169896125793457
2024-08-26 15:04:35 epoch: 59, loss: 2.6933138370513916
2024-08-26 15:30:30 epoch: 60, loss: 2.9829258918762207
2024-08-26 15:56:36 epoch: 61, loss: 2.730470895767212
2024-08-26 16:22:47 epoch: 62, loss: 2.8336095809936523
2024-08-26 16:48:51 epoch: 63, loss: 2.624044895172119
2024-08-26 17:15:03 epoch: 64, loss: 2.3785364627838135
2024-08-26 17:41:19 epoch: 65, loss: 2.5482802391052246
2024-08-26 18:07:30 epoch: 66, loss: 2.7025809288024902
2024-08-26 18:33:41 epoch: 67, loss: 2.732638359069824
2024-08-26 18:59:51 epoch: 68, loss: 2.7910830974578857
2024-08-26 19:25:56 epoch: 69, loss: 2.6877100467681885
2024-08-26 19:52:08 epoch: 70, loss: 2.715301752090454
2024-08-26 20:18:25 epoch: 71, loss: 2.85971736907959
2024-08-26 20:44:48 epoch: 72, loss: 2.7261435985565186
2024-08-26 21:11:02 epoch: 73, loss: 2.7203805446624756
2024-08-26 21:37:16 epoch: 74, loss: 2.6674301624298096
2024-08-26 22:03:25 epoch: 75, loss: 2.762518882751465
2024-08-26 22:29:37 epoch: 76, loss: 2.7728095054626465
2024-08-26 22:55:47 epoch: 77, loss: 2.651782989501953
2024-08-26 23:21:58 epoch: 78, loss: 2.6646909713745117
2024-08-26 23:48:14 epoch: 79, loss: 2.7841362953186035
2024-08-27 00:14:22 epoch: 80, loss: 2.806851625442505
2024-08-27 00:40:38 epoch: 81, loss: 2.571017026901245
2024-08-27 01:06:51 epoch: 82, loss: 2.7883434295654297
2024-08-27 01:33:09 epoch: 83, loss: 2.7313902378082275
2024-08-27 01:59:27 epoch: 84, loss: 2.770935297012329
2024-08-27 02:25:41 epoch: 85, loss: 2.644843339920044
2024-08-27 02:52:00 epoch: 86, loss: 2.6216368675231934
2024-08-27 03:18:19 epoch: 87, loss: 2.7240586280822754
2024-08-27 03:44:42 epoch: 88, loss: 2.716353178024292
2024-08-27 04:11:05 epoch: 89, loss: 2.655508518218994
2024-08-27 04:37:17 epoch: 90, loss: 2.735764265060425
2024-08-27 05:03:42 epoch: 91, loss: 2.5880658626556396
2024-08-27 05:30:06 epoch: 92, loss: 2.755547285079956
2024-08-27 05:56:30 epoch: 93, loss: 2.753089427947998
2024-08-27 06:22:55 epoch: 94, loss: 2.488454580307007
2024-08-27 06:49:14 epoch: 95, loss: 2.687350273132324
2024-08-27 07:15:38 epoch: 96, loss: 2.387709617614746
2024-08-27 07:42:07 epoch: 97, loss: 2.7100226879119873
2024-08-27 08:08:30 epoch: 98, loss: 2.654191255569458
2024-08-27 08:34:57 epoch: 99, loss: 2.710719347000122
2024-08-27 09:01:10 epoch: 100, loss: 2.7670204639434814
2024-08-27 09:27:17 epoch: 101, loss: 2.630303144454956
2024-08-27 09:53:16 epoch: 102, loss: 2.4054300785064697
2024-08-27 10:19:16 epoch: 103, loss: 2.5488929748535156
2024-08-27 10:45:17 epoch: 104, loss: 2.4602901935577393
2024-08-27 11:11:17 epoch: 105, loss: 2.7611093521118164
2024-08-27 11:37:21 epoch: 106, loss: 2.5487473011016846
2024-08-27 12:03:34 epoch: 107, loss: 2.517141819000244
2024-08-27 12:29:37 epoch: 108, loss: 2.6530251502990723
2024-08-27 12:55:42 epoch: 109, loss: 2.6575253009796143
2024-08-27 13:21:45 epoch: 110, loss: 2.6598191261291504
2024-08-27 13:48:00 epoch: 111, loss: 2.77803373336792
2024-08-27 14:14:05 epoch: 112, loss: 2.505134105682373
2024-08-27 14:40:22 epoch: 113, loss: 2.633030891418457
2024-08-27 15:06:31 epoch: 114, loss: 2.553788661956787
2024-08-27 15:32:40 epoch: 115, loss: 2.6766252517700195
2024-08-27 15:58:53 epoch: 116, loss: 2.828683614730835
2024-08-27 16:25:03 epoch: 117, loss: 2.876929521560669
2024-08-27 16:51:02 epoch: 118, loss: 2.7511284351348877
2024-08-27 17:17:00 epoch: 119, loss: 2.610402822494507
2024-08-27 17:43:03 epoch: 120, loss: 2.679826259613037
2024-08-27 18:09:08 epoch: 121, loss: 2.7670884132385254
2024-08-27 18:35:08 epoch: 122, loss: 2.535879135131836
2024-08-27 19:01:12 epoch: 123, loss: 2.7315239906311035
2024-08-27 19:27:14 epoch: 124, loss: 2.608537435531616
2024-08-27 19:53:08 epoch: 125, loss: 2.432379961013794
2024-08-27 20:19:23 epoch: 126, loss: 2.7068045139312744
2024-08-27 20:45:21 epoch: 127, loss: 2.7649738788604736
2024-08-27 21:11:30 epoch: 128, loss: 2.8022494316101074
2024-08-27 21:37:35 epoch: 129, loss: 2.5788700580596924
2024-08-27 22:03:50 epoch: 130, loss: 2.648376226425171
2024-08-27 22:30:07 epoch: 131, loss: 2.655409336090088
2024-08-27 22:56:17 epoch: 132, loss: 2.719996690750122
2024-08-27 23:22:33 epoch: 133, loss: 2.615690231323242
2024-08-27 23:48:37 epoch: 134, loss: 2.6834874153137207
2024-08-28 00:14:50 epoch: 135, loss: 2.745427131652832
2024-08-28 00:40:58 epoch: 136, loss: 2.627354860305786
2024-08-28 01:07:08 epoch: 137, loss: 2.482117176055908
2024-08-28 01:33:13 epoch: 138, loss: 2.6484375
2024-08-28 01:59:28 epoch: 139, loss: 2.399892568588257
2024-08-28 02:25:37 epoch: 140, loss: 2.527122974395752
2024-08-28 02:51:52 epoch: 141, loss: 2.5012669563293457
2024-08-28 03:18:04 epoch: 142, loss: 2.6156625747680664
2024-08-28 03:44:15 epoch: 143, loss: 2.4998247623443604
2024-08-28 04:10:30 epoch: 144, loss: 2.395781993865967
2024-08-28 04:36:46 epoch: 145, loss: 2.705282688140869
2024-08-28 05:03:05 epoch: 146, loss: 2.709650993347168
2024-08-28 05:29:13 epoch: 147, loss: 2.5663974285125732
2024-08-28 05:55:36 epoch: 148, loss: 2.6357240676879883
2024-08-28 06:21:54 epoch: 149, loss: 2.6483917236328125
2024-08-28 06:48:06 epoch: 150, loss: 2.503108501434326
2024-08-28 07:14:26 epoch: 151, loss: 2.608278751373291
2024-08-28 07:40:50 epoch: 152, loss: 2.452331781387329
2024-08-28 08:07:07 epoch: 153, loss: 2.366168975830078
2024-08-28 08:33:26 epoch: 154, loss: 2.8327531814575195
2024-08-28 08:59:43 epoch: 155, loss: 2.4367454051971436
2024-08-28 09:26:03 epoch: 156, loss: 2.5768041610717773
2024-08-28 09:52:20 epoch: 157, loss: 2.5675466060638428
2024-08-28 10:18:27 epoch: 158, loss: 2.63041090965271
2024-08-28 10:44:23 epoch: 159, loss: 2.5537333488464355
2024-08-28 11:10:21 epoch: 160, loss: 2.525419235229492
2024-08-28 11:36:27 epoch: 161, loss: 2.7307727336883545
2024-08-28 12:02:36 epoch: 162, loss: 2.715834856033325
2024-08-28 12:28:44 epoch: 163, loss: 2.828315496444702
2024-08-28 12:54:52 epoch: 164, loss: 2.4041085243225098
2024-08-28 13:21:00 epoch: 165, loss: 2.670093059539795
2024-08-28 13:47:03 epoch: 166, loss: 2.660339832305908
2024-08-28 14:13:14 epoch: 167, loss: 2.628117561340332
2024-08-28 14:39:31 epoch: 168, loss: 2.4785876274108887
2024-08-28 15:05:46 epoch: 169, loss: 2.5886974334716797
2024-08-28 15:31:57 epoch: 170, loss: 2.594468832015991
2024-08-28 15:58:10 epoch: 171, loss: 2.521894693374634
2024-08-28 16:24:13 epoch: 172, loss: 2.7829267978668213
2024-08-28 16:50:24 epoch: 173, loss: 2.596261739730835
2024-08-28 17:16:29 epoch: 174, loss: 2.7056877613067627
2024-08-28 17:42:37 epoch: 175, loss: 2.57936429977417
2024-08-28 18:08:47 epoch: 176, loss: 2.8083503246307373
2024-08-28 18:34:58 epoch: 177, loss: 2.747260093688965
2024-08-28 19:01:08 epoch: 178, loss: 2.630606174468994
2024-08-28 19:27:08 epoch: 179, loss: 2.773998260498047
2024-08-28 19:53:19 epoch: 180, loss: 2.732684373855591
2024-08-28 20:19:32 epoch: 181, loss: 2.6807048320770264
2024-08-28 20:45:48 epoch: 182, loss: 2.742816925048828
2024-08-28 21:12:09 epoch: 183, loss: 2.5329930782318115
2024-08-28 21:38:24 epoch: 184, loss: 2.3794076442718506
2024-08-28 22:04:44 epoch: 185, loss: 2.4534292221069336
2024-08-28 22:31:07 epoch: 186, loss: 2.589639902114868
2024-08-28 22:57:36 epoch: 187, loss: 2.5426135063171387
2024-08-28 23:23:57 epoch: 188, loss: 2.6527342796325684
2024-08-28 23:50:08 epoch: 189, loss: 2.684682607650757
2024-08-29 00:16:21 epoch: 190, loss: 2.60420560836792
2024-08-29 00:42:28 epoch: 191, loss: 2.7858481407165527
2024-08-29 01:08:48 epoch: 192, loss: 2.400076150894165
2024-08-29 01:35:05 epoch: 193, loss: 2.7658498287200928
2024-08-29 02:01:16 epoch: 194, loss: 2.5943121910095215
2024-08-29 02:27:30 epoch: 195, loss: 2.4278323650360107
2024-08-29 02:53:37 epoch: 196, loss: 2.4179582595825195
2024-08-29 03:19:38 epoch: 197, loss: 2.4808707237243652
2024-08-29 03:45:42 epoch: 198, loss: 2.5238356590270996
2024-08-29 04:11:46 epoch: 199, loss: 2.3826539516448975
