2024-09-02 10:41:46 epoch: 0, loss: 2.669187068939209
2024-09-02 10:45:57 epoch: 1, loss: 2.651717185974121
2024-09-02 10:50:06 epoch: 2, loss: 2.676813840866089
2024-09-02 10:54:18 epoch: 3, loss: 2.78114914894104
2024-09-02 10:58:26 epoch: 4, loss: 2.7108333110809326
2024-09-02 11:02:35 epoch: 5, loss: 2.939648389816284
2024-09-02 11:06:43 epoch: 6, loss: 2.975743055343628
2024-09-02 11:10:58 epoch: 7, loss: 2.7651824951171875
2024-09-02 11:15:07 epoch: 8, loss: 2.494061231613159
2024-09-02 11:19:13 epoch: 9, loss: 2.3674230575561523
2024-09-02 11:23:20 epoch: 10, loss: 2.524198055267334
2024-09-02 11:27:30 epoch: 11, loss: 2.7436411380767822
2024-09-02 11:31:38 epoch: 12, loss: 2.3490986824035645
2024-09-02 11:35:47 epoch: 13, loss: 2.823272705078125
2024-09-02 11:39:57 epoch: 14, loss: 2.5451321601867676
2024-09-02 11:44:09 epoch: 15, loss: 2.470698833465576
2024-09-02 11:48:19 epoch: 16, loss: 2.6070830821990967
2024-09-02 11:52:30 epoch: 17, loss: 2.8451619148254395
2024-09-02 11:56:41 epoch: 18, loss: 2.362985372543335
2024-09-02 12:00:49 epoch: 19, loss: 2.617624282836914
