2024-09-03 00:50:17 epoch: 0, loss: 2.3095459938049316
2024-09-03 00:51:20 epoch: 1, loss: 2.368433952331543
2024-09-03 00:52:24 epoch: 2, loss: 2.2332375049591064
2024-09-03 00:53:28 epoch: 3, loss: 2.494884967803955
2024-09-03 00:54:30 epoch: 4, loss: 2.054481029510498
2024-09-03 00:55:33 epoch: 5, loss: 2.5046329498291016
2024-09-03 00:56:37 epoch: 6, loss: 2.424437999725342
2024-09-03 00:57:39 epoch: 7, loss: 2.330275535583496
2024-09-03 00:58:41 epoch: 8, loss: 2.174938678741455
2024-09-03 00:59:44 epoch: 9, loss: 2.8533895015716553
2024-09-03 01:00:46 epoch: 10, loss: 2.5048422813415527
2024-09-03 01:01:50 epoch: 11, loss: 2.2249958515167236
2024-09-03 01:02:53 epoch: 12, loss: 2.3404269218444824
2024-09-03 01:03:54 epoch: 13, loss: 2.6079859733581543
2024-09-03 01:04:57 epoch: 14, loss: 2.350663423538208
2024-09-03 01:05:59 epoch: 15, loss: 2.555544853210449
2024-09-03 01:07:02 epoch: 16, loss: 2.4527909755706787
2024-09-03 01:08:05 epoch: 17, loss: 2.3092150688171387
2024-09-03 01:09:06 epoch: 18, loss: 2.2710533142089844
2024-09-03 01:10:09 epoch: 19, loss: 2.3394877910614014
