2024-08-29 15:48:54 epoch: 0, loss: 4.753447532653809
2024-08-29 16:21:51 epoch: 1, loss: 4.334362506866455
2024-08-29 16:54:45 epoch: 2, loss: 4.014901638031006
2024-08-29 17:27:44 epoch: 3, loss: 3.442556142807007
2024-08-29 18:00:34 epoch: 4, loss: 3.5584397315979004
2024-08-29 18:33:37 epoch: 5, loss: 3.3171753883361816
2024-08-29 19:06:25 epoch: 6, loss: 3.111830949783325
2024-08-29 19:39:18 epoch: 7, loss: 3.0547866821289062
2024-08-29 20:12:09 epoch: 8, loss: 3.0042572021484375
2024-08-29 20:45:17 epoch: 9, loss: 3.0189285278320312
2024-08-29 21:18:15 epoch: 10, loss: 2.8949058055877686
2024-08-29 21:51:17 epoch: 11, loss: 2.7915265560150146
2024-08-29 22:24:20 epoch: 12, loss: 2.745713233947754
2024-08-29 22:57:23 epoch: 13, loss: 2.7348029613494873
2024-08-29 23:30:21 epoch: 14, loss: 2.785517692565918
2024-08-30 00:03:26 epoch: 15, loss: 2.5653300285339355
2024-08-30 00:36:34 epoch: 16, loss: 2.507805824279785
2024-08-30 01:09:30 epoch: 17, loss: 2.4980080127716064
2024-08-30 01:42:40 epoch: 18, loss: 2.276723861694336
2024-08-30 02:15:44 epoch: 19, loss: 2.490769624710083
2024-08-30 02:48:43 epoch: 20, loss: 2.518540859222412
2024-08-30 03:21:44 epoch: 21, loss: 2.418137788772583
2024-08-30 03:54:49 epoch: 22, loss: 2.551046371459961
2024-08-30 04:27:51 epoch: 23, loss: 2.558774948120117
2024-08-30 05:00:43 epoch: 24, loss: 2.4319846630096436
2024-08-30 05:33:47 epoch: 25, loss: 2.647655487060547
2024-08-30 06:06:41 epoch: 26, loss: 2.32612681388855
2024-08-30 06:39:44 epoch: 27, loss: 2.5267550945281982
2024-08-30 07:13:02 epoch: 28, loss: 2.4515295028686523
2024-08-30 07:46:17 epoch: 29, loss: 2.4179441928863525
2024-08-30 08:19:23 epoch: 30, loss: 2.413414239883423
2024-08-30 08:52:40 epoch: 31, loss: 2.3109569549560547
2024-08-30 09:25:59 epoch: 32, loss: 2.408432960510254
2024-08-30 09:59:17 epoch: 33, loss: 2.3838021755218506
2024-08-30 10:32:13 epoch: 34, loss: 2.4940378665924072
2024-08-30 11:05:10 epoch: 35, loss: 2.4201061725616455
2024-08-30 11:38:09 epoch: 36, loss: 2.321366310119629
2024-08-30 12:11:04 epoch: 37, loss: 2.4400477409362793
2024-08-30 12:44:03 epoch: 38, loss: 2.401779890060425
2024-08-30 13:16:56 epoch: 39, loss: 2.402116537094116
2024-08-30 13:49:55 epoch: 40, loss: 2.345001697540283
2024-08-30 14:22:56 epoch: 41, loss: 2.456026315689087
2024-08-30 14:55:48 epoch: 42, loss: 2.2760324478149414
2024-08-30 15:28:44 epoch: 43, loss: 2.5323963165283203
2024-08-30 16:01:41 epoch: 44, loss: 2.320603609085083
2024-08-30 16:34:36 epoch: 45, loss: 2.3986644744873047
2024-08-30 17:07:39 epoch: 46, loss: 2.2713279724121094
2024-08-30 17:40:45 epoch: 47, loss: 2.339292287826538
2024-08-30 18:13:56 epoch: 48, loss: 2.3500001430511475
2024-08-30 18:46:58 epoch: 49, loss: 2.3934011459350586
2024-08-30 19:19:52 epoch: 50, loss: 2.2731287479400635
2024-08-30 19:53:00 epoch: 51, loss: 2.5510029792785645
2024-08-30 20:26:13 epoch: 52, loss: 2.3205435276031494
2024-08-30 20:59:16 epoch: 53, loss: 2.447421073913574
2024-08-30 21:32:16 epoch: 54, loss: 2.3872737884521484
2024-08-30 22:05:25 epoch: 55, loss: 2.4203238487243652
2024-08-30 22:38:32 epoch: 56, loss: 2.442720651626587
